Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
77056;1000024529283986100;63726205842394;(-0.063, -0.002, 0.293);(45.672, 352.726, 18.920);INVALID;;;INVALID;;;;INVALID;;;;;
77057;1000024529294007900;63726205842410;(-0.054, 0.009, 0.284);(44.052, 355.627, 20.537);INVALID;;;INVALID;;;;INVALID;;;;;
77058;1000024529303975200;63726205842410;(-0.054, 0.009, 0.284);(44.052, 355.627, 20.537);INVALID;;;INVALID;;;;INVALID;;;;;
77059;1000024529313990900;63726205842427;(-0.049, 0.015, 0.283);(42.309, 358.419, 22.032);INVALID;;;INVALID;;;;INVALID;;;;;
77060;1000024529324000800;63726205842443;(-0.043, 0.023, 0.279);(40.353, 1.396, 23.468);INVALID;;;INVALID;;;;INVALID;;;;;
77061;1000024529334145700;63726205842443;(-0.043, 0.023, 0.279);(40.353, 1.396, 23.468);INVALID;;;INVALID;;;;INVALID;;;;;
77062;1000024529344103900;63726205842460;(-0.037, 0.029, 0.277);(38.433, 4.210, 24.213);INVALID;;;INVALID;;;;INVALID;;;;;
77063;1000024529354060000;63726205842460;(-0.037, 0.029, 0.277);(38.433, 4.210, 24.213);INVALID;;;INVALID;;;;INVALID;;;;;
77064;1000024529364105300;63726205842477;(-0.028, 0.036, 0.273);(36.059, 6.965, 24.582);INVALID;;;INVALID;;;;INVALID;;;;;
77065;1000024529374162100;63726205842494;(-0.021, 0.041, 0.269);(34.178, 9.146, 24.677);INVALID;;;INVALID;;;;INVALID;;;;;
77066;1000024529384087000;63726205842494;(-0.021, 0.041, 0.269);(34.178, 9.146, 24.677);INVALID;;;INVALID;;;;INVALID;;;;;
77067;1000024529394237800;63726205842510;(-0.014, 0.047, 0.263);(31.767, 11.601, 24.884);INVALID;;;INVALID;;;;INVALID;;;;;
77068;1000024529404207000;63726205842526;(-0.007, 0.051, 0.259);(29.978, 13.594, 24.516);INVALID;;;INVALID;;;;INVALID;;;;;
77069;1000024529414232000;63726205842526;(-0.007, 0.051, 0.259);(29.978, 13.594, 24.516);INVALID;;;INVALID;;;;INVALID;;;;;
77070;1000024529424258600;63726205842543;(-0.001, 0.054, 0.255);(28.473, 15.359, 23.788);INVALID;;;INVALID;;;;INVALID;;;;;
77071;1000024529434227600;63726205842543;(-0.001, 0.054, 0.255);(28.473, 15.359, 23.788);INVALID;;;INVALID;;;;INVALID;;;;;
77072;1000024529444254200;63726205842560;(0.004, 0.055, 0.251);(27.662, 16.662, 22.599);INVALID;;;INVALID;;;;INVALID;;;;;
77073;1000024529454210800;63726205842560;(0.004, 0.055, 0.251);(27.662, 16.662, 22.599);INVALID;;;INVALID;;;;INVALID;;;;;
77074;1000024529464392800;63726205842577;(0.010, 0.057, 0.246);(26.483, 18.180, 21.846);INVALID;;;INVALID;;;;INVALID;;;;;
77075;1000024529474393200;63726205842593;(0.014, 0.058, 0.241);(25.907, 19.489, 21.173);INVALID;;;INVALID;;;;INVALID;;;;;
77076;1000024529484360900;63726205842593;(0.014, 0.058, 0.241);(25.907, 19.489, 21.173);INVALID;;;INVALID;;;;INVALID;;;;;
77077;1000024529494396200;63726205842611;(0.020, 0.059, 0.236);(25.303, 20.829, 20.538);INVALID;;;INVALID;;;;INVALID;;;;;
77078;1000024529504337100;63726205842627;(0.024, 0.059, 0.231);(25.182, 21.907, 19.901);INVALID;;;INVALID;;;;INVALID;;;;;
77079;1000024529514359100;63726205842627;(0.024, 0.059, 0.231);(25.182, 21.907, 19.901);INVALID;;;INVALID;;;;INVALID;;;;;
77080;1000024529524522300;63726205842643;(0.028, 0.057, 0.227);(25.467, 22.871, 19.390);INVALID;;;INVALID;;;;INVALID;;;;;
77081;1000024529534519100;63726205842660;(0.031, 0.056, 0.221);(25.808, 24.028, 19.167);INVALID;;;INVALID;;;;INVALID;;;;;
77082;1000024529544492900;63726205842660;(0.031, 0.056, 0.221);(25.808, 24.028, 19.167);INVALID;;;INVALID;;;;INVALID;;;;;
77083;1000024529554463000;63726205842677;(0.034, 0.054, 0.216);(26.268, 25.066, 18.820);INVALID;;;INVALID;;;;INVALID;;;;;
77084;1000024529564467000;63726205842677;(0.034, 0.054, 0.216);(26.268, 25.066, 18.820);INVALID;;;INVALID;;;;INVALID;;;;;
77085;1000024529574505700;63726205842694;(0.037, 0.052, 0.211);(26.908, 25.853, 18.184);INVALID;;;INVALID;;;;INVALID;;;;;
77086;1000024529584578500;63726205842694;(0.037, 0.052, 0.211);(26.908, 25.853, 18.184);INVALID;;;INVALID;;;;INVALID;;;;;
77087;1000024529594643500;63726205842710;(0.039, 0.049, 0.207);(27.940, 26.299, 17.215);INVALID;;;INVALID;;;;INVALID;;;;;
77088;1000024529604608000;63726205842727;(0.041, 0.047, 0.203);(29.485, 26.970, 16.674);INVALID;;;INVALID;;;;INVALID;;;;;
77089;1000024529614613400;63726205842727;(0.041, 0.047, 0.203);(29.485, 26.970, 16.674);INVALID;;;INVALID;;;;INVALID;;;;;
77090;1000024529624667900;63726205842744;(0.041, 0.043, 0.200);(31.195, 28.259, 17.161);INVALID;;;INVALID;;;;INVALID;;;;;
77091;1000024529634624700;63726205842760;(0.041, 0.040, 0.197);(32.495, 28.922, 17.435);INVALID;;;INVALID;;;;INVALID;;;;;
77092;1000024529644582600;63726205842760;(0.041, 0.040, 0.197);(32.495, 28.922, 17.435);INVALID;;;INVALID;;;;INVALID;;;;;
77093;1000024529654671600;63726205842776;(0.041, 0.034, 0.180);(27.503, 23.683, 16.721);INVALID;;;INVALID;;;;INVALID;;;;;
77094;1000024529664680500;63726205842776;(0.041, 0.034, 0.180);(27.503, 23.683, 16.721);INVALID;;;INVALID;;;;INVALID;;;;;
77095;1000024529674744800;63726205842793;(0.043, 0.034, 0.190);(32.482, 26.227, 15.979);INVALID;;;INVALID;;;;INVALID;;;;;
77096;1000024529684690100;63726205842793;(0.043, 0.034, 0.190);(32.482, 26.227, 15.979);INVALID;;;INVALID;;;;INVALID;;;;;
77097;1000024529694725900;63726205842810;(0.040, 0.030, 0.198);(32.277, 25.913, 15.951);INVALID;;;INVALID;;;;INVALID;;;;;
77098;1000024529704682000;63726205842827;(0.037, 0.026, 0.205);(31.308, 25.334, 15.460);INVALID;;;INVALID;;;;INVALID;;;;;
77099;1000024529714903100;63726205842843;(0.036, 0.022, 0.204);(31.090, 24.391, 14.185);INVALID;;;INVALID;;;;INVALID;;;;;
77100;1000024529724872100;63726205842843;(0.036, 0.022, 0.204);(31.090, 24.391, 14.185);INVALID;;;INVALID;;;;INVALID;;;;;
77101;1000024529734861500;63726205842860;(0.036, 0.022, 0.210);(30.907, 23.076, 12.815);INVALID;;;INVALID;;;;INVALID;;;;;
77102;1000024529744864200;63726205842860;(0.036, 0.022, 0.210);(30.907, 23.076, 12.815);INVALID;;;INVALID;;;;INVALID;;;;;
77103;1000024529754824000;63726205842877;(0.035, 0.022, 0.212);(30.960, 21.863, 11.669);INVALID;;;INVALID;;;;INVALID;;;;;
77104;1000024529764905100;63726205842893;(0.036, 0.025, 0.211);(30.808, 21.014, 11.118);INVALID;;;INVALID;;;;INVALID;;;;;
77105;1000024529774973200;63726205842893;(0.036, 0.025, 0.211);(30.808, 21.014, 11.118);INVALID;;;INVALID;;;;INVALID;;;;;
77106;1000024529784975900;63726205842910;(0.035, 0.027, 0.212);(30.571, 20.370, 11.079);INVALID;;;INVALID;;;;INVALID;;;;;
77107;1000024529795024600;63726205842910;(0.035, 0.027, 0.212);(30.571, 20.370, 11.079);INVALID;;;INVALID;;;;INVALID;;;;;
77108;1000024529804939900;63726205842927;(0.035, 0.028, 0.212);(30.247, 19.654, 10.648);INVALID;;;INVALID;;;;INVALID;;;;;
77109;1000024529814918800;63726205842927;(0.035, 0.028, 0.212);(30.247, 19.654, 10.648);INVALID;;;INVALID;;;;INVALID;;;;;
77110;1000024529824955000;63726205842944;(0.035, 0.024, 0.214);(29.595, 18.502, 9.847);INVALID;;;INVALID;;;;INVALID;;;;;
77111;1000024529834984900;63726205842960;(0.036, 0.024, 0.213);(29.068, 17.327, 8.956);INVALID;;;INVALID;;;;INVALID;;;;;
77112;1000024529845119600;63726205842960;(0.036, 0.024, 0.213);(29.068, 17.327, 8.956);INVALID;;;INVALID;;;;INVALID;;;;;
77113;1000024529855075500;63726205842977;(0.036, 0.023, 0.214);(28.277, 16.335, 8.501);INVALID;;;INVALID;;;;INVALID;;;;;
77114;1000024529865075900;63726205842977;(0.036, 0.023, 0.214);(28.277, 16.335, 8.501);INVALID;;;INVALID;;;;INVALID;;;;;
77115;1000024529875118900;63726205842993;(0.036, 0.023, 0.213);(27.422, 15.516, 8.177);INVALID;;;INVALID;;;;INVALID;;;;;
77116;1000024529885063200;63726205843010;(0.037, 0.023, 0.212);(26.032, 14.930, 7.508);INVALID;;;INVALID;;;;INVALID;;;;;
77117;1000024529895075300;63726205843010;(0.037, 0.023, 0.212);(26.032, 14.930, 7.508);INVALID;;;INVALID;;;;INVALID;;;;;
77118;1000024529905200600;63726205843027;(0.038, 0.023, 0.211);(24.760, 14.400, 6.902);INVALID;;;INVALID;;;;INVALID;;;;;
77119;1000024529915273400;63726205843027;(0.038, 0.023, 0.211);(24.760, 14.400, 6.902);INVALID;;;INVALID;;;;INVALID;;;;;
77120;1000024529925230900;63726205843043;(0.039, 0.021, 0.211);(23.316, 13.628, 6.301);INVALID;;;INVALID;;;;INVALID;;;;;
77121;1000024529935262700;63726205843060;(0.040, 0.021, 0.210);(22.179, 12.912, 6.136);INVALID;;;INVALID;;;;INVALID;;;;;
77122;1000024529945221200;63726205843060;(0.040, 0.021, 0.210);(22.179, 12.912, 6.136);INVALID;;;INVALID;;;;INVALID;;;;;
77123;1000024529955197200;63726205843077;(0.041, 0.022, 0.209);(21.865, 12.491, 6.547);INVALID;;;INVALID;;;;INVALID;;;;;
77124;1000024529965200400;63726205843077;(0.041, 0.022, 0.209);(21.865, 12.491, 6.547);INVALID;;;INVALID;;;;INVALID;;;;;
77125;1000024529975343000;63726205843093;(0.042, 0.023, 0.206);(21.742, 12.356, 7.029);INVALID;;;INVALID;;;;INVALID;;;;;
77126;1000024529985331500;63726205843110;(0.043, 0.023, 0.205);(21.158, 12.147, 7.276);INVALID;;;INVALID;;;;INVALID;;;;;
77127;1000024529995334200;63726205843110;(0.043, 0.023, 0.205);(21.158, 12.147, 7.276);INVALID;;;INVALID;;;;INVALID;;;;;
77128;1000024530005319000;63726205843127;(0.044, 0.024, 0.203);(20.492, 11.859, 7.540);INVALID;;;INVALID;;;;INVALID;;;;;
77129;1000024530015383700;63726205843143;(0.044, 0.023, 0.202);(19.535, 11.561, 7.871);INVALID;;;INVALID;;;;INVALID;;;;;
77130;1000024530025396300;63726205843143;(0.044, 0.023, 0.202);(19.535, 11.561, 7.871);INVALID;;;INVALID;;;;INVALID;;;;;
77131;1000024530035490300;63726205843160;(0.045, 0.023, 0.201);(18.517, 11.442, 8.082);INVALID;;;INVALID;;;;INVALID;;;;;
77132;1000024530045426000;63726205843160;(0.045, 0.023, 0.201);(18.517, 11.442, 8.082);INVALID;;;INVALID;;;;INVALID;;;;;
77133;1000024530055457600;63726205843177;(0.045, 0.024, 0.198);(17.546, 11.418, 8.438);INVALID;;;INVALID;;;;INVALID;;;;;
77134;1000024530065461800;63726205843194;(0.045, 0.025, 0.197);(16.640, 11.572, 8.916);INVALID;;;INVALID;;;;INVALID;;;;;
77135;1000024530075500300;63726205843194;(0.045, 0.025, 0.197);(16.640, 11.572, 8.916);INVALID;;;INVALID;;;;INVALID;;;;;
77136;1000024530085440900;63726205843211;(0.045, 0.025, 0.195);(15.523, 11.575, 9.526);INVALID;;;INVALID;;;;INVALID;;;;;
77137;1000024530095573600;63726205843211;(0.045, 0.025, 0.195);(15.523, 11.575, 9.526);INVALID;;;INVALID;;;;INVALID;;;;;
77138;1000024530105621200;63726205843227;(0.045, 0.025, 0.193);(14.491, 11.308, 9.941);INVALID;;;INVALID;;;;INVALID;;;;;
77139;1000024530115627700;63726205843227;(0.045, 0.025, 0.193);(14.491, 11.308, 9.941);INVALID;;;INVALID;;;;INVALID;;;;;
77140;1000024530125674100;63726205843244;(0.046, 0.025, 0.191);(13.452, 11.145, 10.170);INVALID;;;INVALID;;;;INVALID;;;;;
77141;1000024530135620500;63726205843261;(0.045, 0.025, 0.190);(12.739, 11.182, 10.278);INVALID;;;INVALID;;;;INVALID;;;;;
77142;1000024530145663000;63726205843261;(0.045, 0.025, 0.190);(12.739, 11.182, 10.278);INVALID;;;INVALID;;;;INVALID;;;;;
77143;1000024530155541600;63726205843277;(0.046, 0.025, 0.188);(11.642, 11.135, 10.503);INVALID;;;INVALID;;;;INVALID;;;;;
77144;1000024530165775500;63726205843277;(0.046, 0.025, 0.188);(11.642, 11.135, 10.503);INVALID;;;INVALID;;;;INVALID;;;;;
77145;1000024530175729200;63726205843293;(0.046, 0.026, 0.186);(10.273, 10.847, 10.717);INVALID;;;INVALID;;;;INVALID;;;;;
77146;1000024530185717300;63726205843310;(0.046, 0.026, 0.183);(8.618, 10.622, 11.119);INVALID;;;INVALID;;;;INVALID;;;;;
77147;1000024530195751400;63726205843310;(0.046, 0.026, 0.183);(8.618, 10.622, 11.119);INVALID;;;INVALID;;;;INVALID;;;;;
77148;1000024530205712500;63726205843326;(0.047, 0.026, 0.181);(7.020, 10.466, 11.554);INVALID;;;INVALID;;;;INVALID;;;;;
77149;1000024530215718900;63726205843326;(0.047, 0.026, 0.181);(7.020, 10.466, 11.554);INVALID;;;INVALID;;;;INVALID;;;;;
77150;1000024530225861000;63726205843343;(0.047, 0.026, 0.180);(5.428, 10.322, 11.807);INVALID;;;INVALID;;;;INVALID;;;;;
77151;1000024530235882800;63726205843360;(0.047, 0.026, 0.178);(3.905, 10.065, 11.951);INVALID;;;INVALID;;;;INVALID;;;;;
77152;1000024530245898000;63726205843360;(0.047, 0.026, 0.178);(3.905, 10.065, 11.951);INVALID;;;INVALID;;;;INVALID;;;;;
77153;1000024530255839700;63726205843377;(0.047, 0.027, 0.176);(2.322, 9.693, 11.692);INVALID;;;INVALID;;;;INVALID;;;;;
77154;1000024530265860800;63726205843377;(0.047, 0.027, 0.176);(2.322, 9.693, 11.692);INVALID;;;INVALID;;;;INVALID;;;;;
77155;1000024530275891400;63726205843393;(0.048, 0.027, 0.174);(1.107, 9.200, 11.339);INVALID;;;INVALID;;;;INVALID;;;;;
77156;1000024530285950400;63726205843410;(0.048, 0.027, 0.172);(0.003, 9.024, 11.436);INVALID;;;INVALID;;;;INVALID;;;;;
77157;1000024530295978700;63726205843410;(0.048, 0.027, 0.172);(0.003, 9.024, 11.436);INVALID;;;INVALID;;;;INVALID;;;;;
77158;1000024530305923700;63726205843410;(0.048, 0.027, 0.172);(0.003, 9.024, 11.436);INVALID;;;INVALID;;;;INVALID;;;;;
77159;1000024530316009900;63726205843427;(0.048, 0.027, 0.170);(358.940, 9.210, 11.804);INVALID;;;INVALID;;;;INVALID;;;;;
77160;1000024530326016100;63726205843443;(0.048, 0.027, 0.169);(357.917, 9.188, 12.056);INVALID;;;INVALID;;;;INVALID;;;;;
77161;1000024530335987800;63726205843443;(0.048, 0.027, 0.169);(357.917, 9.188, 12.056);INVALID;;;INVALID;;;;INVALID;;;;;
77162;1000024530346010400;63726205843460;(0.049, 0.027, 0.168);(357.052, 9.060, 11.940);INVALID;;;INVALID;;;;INVALID;;;;;
77163;1000024530356059700;63726205843460;(0.049, 0.027, 0.168);(357.052, 9.060, 11.940);INVALID;;;INVALID;;;;INVALID;;;;;
77164;1000024530366064900;63726205843477;(0.050, 0.028, 0.166);(355.833, 8.752, 11.820);INVALID;;;INVALID;;;;INVALID;;;;;
77165;1000024530376129800;63726205843494;(0.051, 0.027, 0.165);(354.970, 8.459, 11.727);INVALID;;;INVALID;;;;INVALID;;;;;
77166;1000024530386064500;63726205843494;(0.051, 0.027, 0.165);(354.970, 8.459, 11.727);INVALID;;;INVALID;;;;INVALID;;;;;
77167;1000024530396139000;63726205843510;(0.052, 0.027, 0.163);(354.229, 7.990, 11.751);INVALID;;;INVALID;;;;INVALID;;;;;
77168;1000024530406067500;63726205843510;(0.052, 0.027, 0.163);(354.229, 7.990, 11.751);INVALID;;;INVALID;;;;INVALID;;;;;
77169;1000024530416241000;63726205843527;(0.052, 0.026, 0.161);(353.819, 8.109, 12.086);INVALID;;;INVALID;;;;INVALID;;;;;
77170;1000024530426172500;63726205843543;(0.052, 0.026, 0.160);(353.293, 8.634, 12.698);INVALID;;;INVALID;;;;INVALID;;;;;
77171;1000024530436266900;63726205843543;(0.052, 0.026, 0.160);(353.293, 8.634, 12.698);INVALID;;;INVALID;;;;INVALID;;;;;
77172;1000024530446247100;63726205843560;(0.052, 0.026, 0.159);(352.687, 8.943, 13.306);INVALID;;;INVALID;;;;INVALID;;;;;
77173;1000024530456227700;63726205843560;(0.052, 0.026, 0.159);(352.687, 8.943, 13.306);INVALID;;;INVALID;;;;INVALID;;;;;
77174;1000024530466215800;63726205843576;(0.052, 0.025, 0.159);(351.858, 9.101, 13.774);INVALID;;;INVALID;;;;INVALID;;;;;
77175;1000024530476357700;63726205843594;(0.053, 0.025, 0.157);(351.284, 9.238, 14.319);INVALID;;;INVALID;;;;INVALID;;;;;
77176;1000024530486294500;63726205843594;(0.053, 0.025, 0.157);(351.284, 9.238, 14.319);INVALID;;;INVALID;;;;INVALID;;;;;
77177;1000024530496370000;63726205843610;(0.054, 0.024, 0.155);(350.606, 9.355, 15.100);INVALID;;;INVALID;;;;INVALID;;;;;
77178;1000024530506338400;63726205843610;(0.054, 0.024, 0.155);(350.606, 9.355, 15.100);INVALID;;;INVALID;;;;INVALID;;;;;
77179;1000024530516332000;63726205843627;(0.054, 0.024, 0.153);(350.219, 9.557, 15.481);INVALID;;;INVALID;;;;INVALID;;;;;
77180;1000024530526356100;63726205843643;(0.055, 0.025, 0.151);(349.729, 9.666, 15.709);INVALID;;;INVALID;;;;INVALID;;;;;
77181;1000024530536383300;63726205843643;(0.055, 0.025, 0.151);(349.729, 9.666, 15.709);INVALID;;;INVALID;;;;INVALID;;;;;
77182;1000024530546501500;63726205843660;(0.055, 0.025, 0.150);(349.068, 9.557, 15.898);INVALID;;;INVALID;;;;INVALID;;;;;
77183;1000024530556396100;63726205843660;(0.055, 0.025, 0.150);(349.068, 9.557, 15.898);INVALID;;;INVALID;;;;INVALID;;;;;
77184;1000024530566505400;63726205843677;(0.054, 0.025, 0.149);(348.452, 9.552, 16.127);INVALID;;;INVALID;;;;INVALID;;;;;
77185;1000024530576492400;63726205843694;(0.054, 0.026, 0.147);(347.938, 9.622, 16.340);INVALID;;;INVALID;;;;INVALID;;;;;
77186;1000024530586466700;63726205843694;(0.054, 0.026, 0.147);(347.938, 9.622, 16.340);INVALID;;;INVALID;;;;INVALID;;;;;
77187;1000024530596503400;63726205843710;(0.054, 0.026, 0.146);(347.480, 9.597, 16.417);INVALID;;;INVALID;;;;INVALID;;;;;
77188;1000024530606579000;63726205843710;(0.054, 0.026, 0.146);(347.480, 9.597, 16.417);INVALID;;;INVALID;;;;INVALID;;;;;
77189;1000024530616642300;63726205843727;(0.054, 0.026, 0.144);(347.088, 9.471, 16.362);INVALID;;;INVALID;;;;INVALID;;;;;
77190;1000024530626604500;63726205843743;(0.053, 0.027, 0.143);(346.741, 9.316, 16.277);INVALID;;;INVALID;;;;INVALID;;;;;
77191;1000024530636644500;63726205843743;(0.053, 0.027, 0.143);(346.741, 9.316, 16.277);INVALID;;;INVALID;;;;INVALID;;;;;
77192;1000024530646618700;63726205843760;(0.053, 0.027, 0.142);(346.450, 9.192, 16.163);INVALID;;;INVALID;;;;INVALID;;;;;
77193;1000024530656609400;63726205843760;(0.053, 0.027, 0.142);(346.450, 9.192, 16.163);INVALID;;;INVALID;;;;INVALID;;;;;
77194;1000024530666762500;63726205843777;(0.053, 0.028, 0.140);(346.135, 9.114, 16.111);INVALID;;;INVALID;;;;INVALID;;;;;
77195;1000024530676759100;63726205843793;(0.052, 0.028, 0.139);(345.896, 9.138, 16.150);INVALID;;;INVALID;;;;INVALID;;;;;
77196;1000024530686718000;63726205843793;(0.052, 0.028, 0.139);(345.896, 9.138, 16.150);INVALID;;;INVALID;;;;INVALID;;;;;
77197;1000024530696723500;63726205843810;(0.052, 0.028, 0.138);(345.706, 9.135, 16.233);INVALID;;;INVALID;;;;INVALID;;;;;
77198;1000024530706746600;63726205843810;(0.052, 0.028, 0.138);(345.706, 9.135, 16.233);INVALID;;;INVALID;;;;INVALID;;;;;
77199;1000024530716692900;63726205843827;(0.052, 0.029, 0.136);(345.478, 9.027, 16.333);INVALID;;;INVALID;;;;INVALID;;;;;
77200;1000024530726752000;63726205843843;(0.052, 0.029, 0.135);(345.198, 8.867, 16.400);INVALID;;;INVALID;;;;INVALID;;;;;
77201;1000024530736887300;63726205843843;(0.052, 0.029, 0.135);(345.198, 8.867, 16.400);INVALID;;;INVALID;;;;INVALID;;;;;
77202;1000024530746880800;63726205843860;(0.052, 0.030, 0.134);(344.908, 8.533, 16.585);INVALID;;;INVALID;;;;INVALID;;;;;
77203;1000024530756864500;63726205843860;(0.052, 0.030, 0.134);(344.908, 8.533, 16.585);INVALID;;;INVALID;;;;INVALID;;;;;
77204;1000024530766906000;63726205843877;(0.052, 0.030, 0.133);(344.597, 8.411, 16.654);INVALID;;;INVALID;;;;INVALID;;;;;
77205;1000024530776837100;63726205843893;(0.052, 0.030, 0.133);(344.236, 8.315, 16.734);INVALID;;;INVALID;;;;INVALID;;;;;
77206;1000024530786842700;63726205843893;(0.052, 0.030, 0.133);(344.236, 8.315, 16.734);INVALID;;;INVALID;;;;INVALID;;;;;
77207;1000024530796959000;63726205843910;(0.052, 0.030, 0.132);(343.886, 8.213, 16.908);INVALID;;;INVALID;;;;INVALID;;;;;
77208;1000024530806997600;63726205843927;(0.051, 0.030, 0.132);(343.526, 8.093, 17.050);INVALID;;;INVALID;;;;INVALID;;;;;
77209;1000024530816998100;63726205843927;(0.051, 0.030, 0.132);(343.526, 8.093, 17.050);INVALID;;;INVALID;;;;INVALID;;;;;
77210;1000024530827001800;63726205843944;(0.051, 0.030, 0.131);(343.275, 7.919, 17.089);INVALID;;;INVALID;;;;INVALID;;;;;
77211;1000024530837022800;63726205843944;(0.051, 0.030, 0.131);(343.275, 7.919, 17.089);INVALID;;;INVALID;;;;INVALID;;;;;
77212;1000024530847001100;63726205843960;(0.051, 0.030, 0.130);(343.175, 7.739, 16.931);INVALID;;;INVALID;;;;INVALID;;;;;
77213;1000024530856944300;63726205843960;(0.051, 0.030, 0.130);(343.175, 7.739, 16.931);INVALID;;;INVALID;;;;INVALID;;;;;
77214;1000024530867150700;63726205843977;(0.052, 0.031, 0.129);(343.145, 7.455, 16.673);INVALID;;;INVALID;;;;INVALID;;;;;
77215;1000024530877110100;63726205843993;(0.053, 0.031, 0.129);(343.120, 7.063, 16.458);INVALID;;;INVALID;;;;INVALID;;;;;
77216;1000024530887065200;63726205843993;(0.053, 0.031, 0.129);(343.120, 7.063, 16.458);INVALID;;;INVALID;;;;INVALID;;;;;
77217;1000024530897168600;63726205844010;(0.053, 0.031, 0.128);(343.111, 6.499, 16.204);INVALID;;;INVALID;;;;INVALID;;;;;
77218;1000024530907045600;63726205844027;(0.054, 0.031, 0.127);(343.114, 6.014, 15.839);INVALID;;;INVALID;;;;INVALID;;;;;
77219;1000024530917143500;63726205844027;(0.054, 0.031, 0.127);(343.114, 6.014, 15.839);INVALID;;;INVALID;;;;INVALID;;;;;
77220;1000024530927268400;63726205844044;(0.055, 0.032, 0.126);(343.227, 5.627, 15.393);INVALID;;;INVALID;;;;INVALID;;;;;
77221;1000024530937261300;63726205844044;(0.055, 0.032, 0.126);(343.227, 5.627, 15.393);INVALID;;;INVALID;;;;INVALID;;;;;
77222;1000024530947264900;63726205844061;(0.056, 0.032, 0.126);(343.353, 5.401, 14.910);INVALID;;;INVALID;;;;INVALID;;;;;
77223;1000024530957165800;63726205844076;(0.057, 0.033, 0.125);(343.415, 5.213, 14.573);INVALID;;;INVALID;;;;INVALID;;;;;
77224;1000024530967240700;63726205844076;(0.057, 0.033, 0.125);(343.415, 5.213, 14.573);INVALID;;;INVALID;;;;INVALID;;;;;
77225;1000024530977265900;63726205844093;(0.058, 0.033, 0.124);(343.690, 5.131, 14.168);INVALID;;;INVALID;;;;INVALID;;;;;
77226;1000024530987341500;63726205844093;(0.058, 0.033, 0.124);(343.690, 5.131, 14.168);INVALID;;;INVALID;;;;INVALID;;;;;
77227;1000024530997375400;63726205844110;(0.059, 0.033, 0.124);(343.958, 5.134, 13.840);INVALID;;;INVALID;;;;INVALID;;;;;
77228;1000024531007348900;63726205844127;(0.060, 0.033, 0.125);(344.231, 5.253, 13.696);INVALID;;;INVALID;;;;INVALID;;;;;
77229;1000024531017370900;63726205844127;(0.060, 0.033, 0.125);(344.231, 5.253, 13.696);INVALID;;;INVALID;;;;INVALID;;;;;
77230;1000024531027363300;63726205844143;(0.061, 0.033, 0.125);(344.397, 5.371, 13.748);INVALID;;;INVALID;;;;INVALID;;;;;
77231;1000024531037391100;63726205844161;(0.062, 0.033, 0.125);(344.671, 5.517, 13.853);INVALID;;;INVALID;;;;INVALID;;;;;
77232;1000024531047360300;63726205844161;(0.062, 0.033, 0.125);(344.671, 5.517, 13.853);INVALID;;;INVALID;;;;INVALID;;;;;
77233;1000024531057430700;63726205844177;(0.063, 0.033, 0.126);(344.754, 5.684, 14.014);INVALID;;;INVALID;;;;INVALID;;;;;
77234;1000024531067511200;63726205844177;(0.063, 0.033, 0.126);(344.754, 5.684, 14.014);INVALID;;;INVALID;;;;INVALID;;;;;
77235;1000024531077521800;63726205844193;(0.063, 0.032, 0.126);(344.710, 5.821, 14.254);INVALID;;;INVALID;;;;INVALID;;;;;
77236;1000024531087488200;63726205844212;(0.064, 0.032, 0.127);(344.604, 6.097, 14.565);INVALID;;;INVALID;;;;INVALID;;;;;
77237;1000024531097472500;63726205844212;(0.064, 0.032, 0.127);(344.604, 6.097, 14.565);INVALID;;;INVALID;;;;INVALID;;;;;
77238;1000024531107446300;63726205844212;(0.064, 0.032, 0.127);(344.604, 6.097, 14.565);INVALID;;;INVALID;;;;INVALID;;;;;
77239;1000024531117606100;63726205844227;(0.065, 0.032, 0.127);(344.422, 6.399, 14.919);INVALID;;;INVALID;;;;INVALID;;;;;
77240;1000024531127661300;63726205844244;(0.066, 0.031, 0.128);(344.234, 6.810, 15.255);INVALID;;;INVALID;;;;INVALID;;;;;
77241;1000024531137647000;63726205844244;(0.066, 0.031, 0.128);(344.234, 6.810, 15.255);INVALID;;;INVALID;;;;INVALID;;;;;
77242;1000024531147621700;63726205844260;(0.067, 0.032, 0.127);(344.190, 7.404, 15.488);INVALID;;;INVALID;;;;INVALID;;;;;
77243;1000024531157625800;63726205844277;(0.068, 0.032, 0.127);(344.142, 8.012, 15.639);INVALID;;;INVALID;;;;INVALID;;;;;
77244;1000024531167628700;63726205844277;(0.068, 0.032, 0.127);(344.142, 8.012, 15.639);INVALID;;;INVALID;;;;INVALID;;;;;
77245;1000024531177769900;63726205844296;(0.070, 0.032, 0.127);(344.136, 8.682, 15.706);INVALID;;;INVALID;;;;INVALID;;;;;
77246;1000024531187698800;63726205844312;(0.071, 0.032, 0.126);(344.125, 9.159, 15.672);INVALID;;;INVALID;;;;INVALID;;;;;
77247;1000024531197757200;63726205844312;(0.071, 0.032, 0.126);(344.125, 9.159, 15.672);INVALID;;;INVALID;;;;INVALID;;;;;
